First_Name,DOI,Researcher ID,Annee_Bibliographique,Year of first pub,gender,Paper ID,Author order,nb_auteur,Discipline of paper,Specialty of paper,Relative citation rate,ERegroupement,disc_origin,spec_origin,Country of origin
heather richter,10.1007/s10676-010-9224-8,3376140,2011,2008,F,47437058,2,3,Humanities,Philosophy,9.66,United States,Engineering and Technology,Computers,United States
victor,10.1016/j.jss.2015.12.031,13036341,2017,2011,M,59588835,1,1,Engineering and Technology,Computers,3.416,United Kingdom,Engineering and Technology,Computers,United Kingdom
jiyoung,10.1016/j.tele.2016.04.013,35790782,2017,2017,F,59096864,2,2,Professional Fields,Information Science & Library Science,1.178,South Korea,Professional Fields,Information Science & Library Science,South Korea
sarah,10.3389/fpsyg.2017.00007,44933754,2017,2010,F,59670301,1,2,Psychology,General Psychology,3.139,Germany,Engineering and Technology,Computers,Germany
lara,10.3389/fpsyg.2017.00007,48273362,2017,2017,F,59670301,2,2,Psychology,General Psychology,3.139,Germany,Psychology,General Psychology,Germany
qiufen,10.1016/j.comnet.2016.11.012,3214364,2017,2016,F,59725170,1,3,Engineering and Technology,Electrical Engineering & Electronics,0.306,Australia,Engineering and Technology,Computers,Australia
weifa,10.1016/j.comnet.2016.11.012,38465703,2017,1997,UNK,59725170,2,3,Engineering and Technology,Electrical Engineering & Electronics,0.306,Australia,Engineering and Technology,Computers,nan
zichuan,10.1016/j.comnet.2016.11.012,46310470,2017,2017,UNK,59725170,3,3,Engineering and Technology,Electrical Engineering & Electronics,0.306,United Kingdom,Engineering and Technology,Electrical Engineering & Electronics,United Kingdom
qiyao,10.1016/j.knosys.2016.10.029,50285673,2017,2017,F,59723068,1,4,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Computers,China
qiyao,10.1016/j.knosys.2015.02.006,50313129,2015,2015,F,54637156,1,5,Engineering and Technology,Computers,1.793,China,Engineering and Technology,Computers,China
yuehui,10.1016/j.knosys.2016.10.029,29480049,2017,2009,F,59723068,2,4,Engineering and Technology,Computers,0.342,China,Physics,General Physics,China
yuehui,10.1016/j.knosys.2015.02.006,29480049,2015,2009,F,54637156,3,5,Engineering and Technology,Computers,1.793,China,Physics,General Physics,China
shiduan,10.1016/j.knosys.2016.10.029,6775711,2017,2000,UNK,59723068,4,4,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Electrical Engineering & Electronics,nan
shiduan,10.1016/j.knosys.2015.02.006,6775711,2015,2000,UNK,54637156,4,5,Engineering and Technology,Computers,1.793,China,Engineering and Technology,Electrical Engineering & Electronics,nan
tan,10.1016/j.knosys.2016.10.029,40879018,2017,2009,M,59723068,3,4,Engineering and Technology,Computers,0.342,China,Physics,General Physics,China
tan,10.1016/j.knosys.2015.02.006,40879018,2015,2009,M,54637156,5,5,Engineering and Technology,Computers,1.793,China,Physics,General Physics,China
lee m.,10.1186/s12937-017-0227-8,1399659,2017,2014,UNI,59677736,1,5,Biomedical Research,Nutrition & Dietetic,1.541,Australia,Clinical Medicine,Environmental & Occupational Health,Australia
melinda j.,10.1186/s12937-017-0227-8,25568428,2017,2013,F,59677736,3,5,Biomedical Research,Nutrition & Dietetic,1.541,Australia,Biomedical Research,Nutrition & Dietetic,Australia
megan e.,10.1186/s12937-017-0227-8,7412648,2017,2011,F,59677736,4,5,Biomedical Research,Nutrition & Dietetic,1.541,Australia,Health,Health Policy & Services,Australia
clare e.,10.1186/s12937-017-0227-8,16219603,2017,2005,F,59677736,5,5,Biomedical Research,Nutrition & Dietetic,1.541,Australia,Biomedical Research,Nutrition & Dietetic,nan
philip j.,10.1186/s12937-017-0227-8,50474856,2017,2007,M,59677736,2,5,Biomedical Research,Nutrition & Dietetic,1.541,Australia,Clinical Medicine,Environmental & Occupational Health,nan
roberto,10.3389/fpsyg.2016.02080,8587523,2017,2005,M,59627101,1,6,Psychology,General Psychology,0.523,Italy,Psychology,Clinical Psychology,nan
antonio,10.3389/fpsyg.2016.02080,33556267,2017,2002,M,59627101,2,6,Psychology,General Psychology,0.523,Italy,Psychology,Clinical Psychology,nan
dora,10.3389/fpsyg.2016.02080,12977727,2017,2016,F,59627101,3,6,Psychology,General Psychology,0.523,Italy,Psychology,Human Factors,Italy
maria r.,10.3389/fpsyg.2016.02080,44317168,2017,2017,F,59627101,6,6,Psychology,General Psychology,0.523,Italy,Psychology,General Psychology,Italy
salvatore,10.3389/fpsyg.2016.02080,36527085,2017,2014,M,59627101,4,6,Psychology,General Psychology,0.523,Italy,Clinical Medicine,Urology,Italy
mara,10.3389/fpsyg.2016.02080,44356222,2017,2016,F,59627101,5,6,Psychology,General Psychology,0.523,Italy,Psychology,Human Factors,Italy
jessica h.,10.1080/00014788.2017.1322936,24879861,2017,2017,F,61152883,1,2,Professional Fields,Management,0.761,United Kingdom,Professional Fields,Management,United Kingdom
siwen,10.1080/00014788.2017.1322936,33750486,2017,2017,M,61152883,2,2,Professional Fields,Management,0.761,United Kingdom,Professional Fields,Management,United Kingdom
jason,10.1146/annurev-soc-060116-053457,51524254,2017,2016,M,61169056,2,2,Social Sciences,Sociology,7.849,United States,Psychology,Social Psychology,United States
avery,10.17269/cjph.108.5944,17481427,2017,2017,M,61889975,1,4,Health,Public Health,0.851,Canada,Health,Public Health,Canada
cynthia a.,10.17269/cjph.108.5944,45720960,2017,2017,F,61889975,2,4,Health,Public Health,0.851,Canada,Health,Public Health,Canada
cynthia a.,10.3138/jvme.38.4.353,45720959,2011,2011,F,47757688,2,5,Clinical Medicine,Veterinary Medicine,1.142,Canada,Clinical Medicine,Veterinary Medicine,Canada
lindsay,10.17269/cjph.108.5944,38032708,2017,2001,F,61889975,4,4,Health,Public Health,0.851,Canada,Clinical Medicine,Psychiatry,nan
shirley s.,10.1016/j.chb.2016.07.066,20140243,2016,2007,F,59083961,2,6,Psychology,Human Factors,1.165,Singapore,Social Sciences,Sociology,nan
sebastian a.,10.1016/j.compenvurbsys.2016.08.007,7569439,2017,2005,M,59589094,1,2,Social Sciences,Planning & Urban Studies,1.885,Chile,Engineering and Technology,Computers,nan
ricardo,10.1016/j.compenvurbsys.2016.08.007,9812966,2017,2014,M,59589094,2,2,Social Sciences,Planning & Urban Studies,1.885,Chile,Biomedical Research,General Biomedical Research,Chile
sarah,10.1027/0227-5910/a000409,16037239,2017,2016,F,60058433,4,8,Psychology,Miscellaneous Psychology,2.082,United States,Psychology,Human Factors,United States
sarah,10.5888/pcd13.160274,16037239,2016,2016,F,59757949,3,4,Health,Public Health,0.435,United States,Psychology,Human Factors,United States
sarah,10.1016/j.chb.2015.08.023,16037239,2016,2016,F,55767946,4,7,Psychology,Human Factors,3.69,United States,Psychology,Human Factors,United States
carlos,10.1027/0227-5910/a000409,31575858,2017,2016,M,60058433,5,8,Psychology,Miscellaneous Psychology,2.082,United States,Psychology,Human Factors,United States
carlos,10.1016/j.chb.2015.08.023,31575858,2016,2016,M,55767946,5,7,Psychology,Human Factors,3.69,United States,Psychology,Human Factors,United States
meghana,10.1027/0227-5910/a000409,25868798,2017,2016,F,60058433,6,8,Psychology,Miscellaneous Psychology,2.082,United States,Psychology,Human Factors,United States
meghana,10.1016/j.chb.2015.08.023,25868798,2016,2016,F,55767946,6,7,Psychology,Human Factors,3.69,United States,Psychology,Human Factors,United States
su,10.1080/09502386.2016.1138978,5036237,2017,2016,M,60317427,1,1,Social Sciences,General Social Sciences,1.587,United Kingdom,Humanities,Miscellaneous Humanities,United Kingdom
michael john,10.1080/13683500.2014.904845,48022604,2017,2017,M,59711027,2,2,Professional Fields,Miscellaneous Professional Field,2.083,China,Professional Fields,Miscellaneous Professional Field,China
lisa j.,10.1111/desc.12502,29034708,2017,2017,F,59658364,1,2,Psychology,Developmental & Child Psychology,0.35,United States,Psychology,Developmental & Child Psychology,United States
daryl b.,10.1111/desc.12502,12865695,2017,1985,M,59658364,2,2,Psychology,Developmental & Child Psychology,0.35,United States,Psychology,Developmental & Child Psychology,nan
rashawn,10.1080/01419870.2017.1335422,8633000,2017,2010,UNK,61067346,1,4,Social Sciences,Sociology,1.57,United States,Social Sciences,Sociology,United States
melissa,10.1080/01419870.2017.1335422,16773891,2017,2017,F,61067346,2,4,Social Sciences,Sociology,1.57,United States,Social Sciences,Sociology,United States
melissa,10.1080/01419870.2017.1334934,16773891,2017,2017,F,61067348,1,4,Social Sciences,Sociology,5.495,United States,Social Sciences,Sociology,United States
neil,10.1080/01419870.2017.1335422,8453592,2017,2017,M,61067346,3,4,Social Sciences,Sociology,1.57,United States,Social Sciences,Sociology,United States
jelani,10.1080/01419870.2017.1334931,30594077,2017,2017,M,61067347,1,3,Social Sciences,Sociology,5.495,United States,Social Sciences,Sociology,United States
clayton a.,10.1080/01419870.2017.1334931,22526667,2017,2017,M,61067347,3,3,Social Sciences,Sociology,5.495,United States,Social Sciences,Sociology,United States
jason j.,10.1016/j.future.2016.06.033,35514763,2017,2003,M,59221601,2,3,Engineering and Technology,Computers,4.441,South Korea,Engineering and Technology,Computers,nan
jason j.,10.3233/jifs-169140,35514763,2017,2003,M,59969249,3,3,Engineering and Technology,Computers,0.342,South Korea,Engineering and Technology,Computers,nan
jason j.,10.1002/cpe.3634,35514763,2016,2003,M,56328464,1,1,Engineering and Technology,Computers,3.403,South Korea,Engineering and Technology,Computers,nan
jason j.,10.1080/01969722.2016.1128771,35514763,2016,2003,M,56357906,2,2,Engineering and Technology,Computers,4.083,South Korea,Engineering and Technology,Computers,nan
jason j.,10.1080/01969722.2015.1007737,35514763,2015,2003,M,54437991,2,2,Engineering and Technology,Computers,2.282,South Korea,Engineering and Technology,Computers,nan
jason j.,10.2298/csis130217004t,35514763,2014,2003,M,52119012,2,2,Engineering and Technology,Computers,1.747,South Korea,Engineering and Technology,Computers,nan
jason j.,10.1177/1063293x13493450,35514763,2013,2003,M,51188581,1,1,Engineering and Technology,Computers,1.037,South Korea,Engineering and Technology,Computers,nan
george a.,10.1016/j.giq.2016.12.004,41148224,2017,1982,M,60181458,1,7,Professional Fields,Law,0.825,United States,Social Sciences,Sociology,nan
catherine,10.1016/j.giq.2016.12.004,27214676,2017,2011,F,60181458,5,7,Professional Fields,Law,0.825,United States,Professional Fields,Information Science & Library Science,United States
ke,10.1016/j.giq.2016.12.004,31528610,2017,2014,M,60181458,4,7,Professional Fields,Law,0.825,United States,Professional Fields,Information Science & Library Science,United States
jianxun,10.1016/j.giq.2016.12.004,41616301,2017,2017,M,60181458,3,7,Professional Fields,Law,0.825,China,Professional Fields,Law,China
ji young,10.1016/j.giq.2016.12.004,45588558,2017,2016,F,60181458,6,7,Professional Fields,Law,0.825,South Korea,Professional Fields,Information Science & Library Science,South Korea
ji young,10.1080/08838151.2015.1127241,45639200,2016,2016,F,56677185,2,4,Professional Fields,Communication,3.653,South Korea,Professional Fields,Communication,South Korea
ji young,10.1080/08838151.2015.1127241,39298156,2016,2016,F,56677185,3,4,Professional Fields,Communication,3.653,South Korea,Professional Fields,Communication,South Korea
ji young,10.1080/08838151.2015.1127241,45639200,2016,2016,F,56677185,2,4,Professional Fields,Communication,3.653,South Korea,Professional Fields,Communication,South Korea
ji young,10.1080/08838151.2015.1127241,39298156,2016,2016,F,56677185,3,4,Professional Fields,Communication,3.653,South Korea,Professional Fields,Communication,South Korea
ji young,10.1108/oir-07-2014-0160,45633890,2015,2015,F,54318377,2,3,Professional Fields,Information Science & Library Science,1.517,South Korea,Professional Fields,Information Science & Library Science,South Korea
adegboyega,10.1016/j.giq.2016.11.001,29696911,2017,2002,UNK,60181466,3,3,Professional Fields,Law,4.126,Ireland,Engineering and Technology,Computers,nan
jessie m. quintero,10.1080/10410236.2016.1214218,25239104,2017,2013,UNI,60887509,1,3,Health,Health Policy & Services,0.0,United States,Humanities,Miscellaneous Humanities,United States
gamze,10.1080/10410236.2016.1214218,3446022,2017,2014,UNK,60887509,2,3,Health,Health Policy & Services,0.0,United States,Professional Fields,Communication,United States
kristy,10.1080/10410236.2016.1214218,37643544,2017,2017,F,60887509,3,3,Health,Health Policy & Services,0.0,United States,Health,Health Policy & Services,United States
kristy,10.1016/j.chb.2015.05.027,37643542,2016,2016,F,55767978,4,5,Psychology,Human Factors,4.466,United States,Psychology,Human Factors,United States
richard j. t.,10.1080/13698575.2017.1333088,33871292,2017,2017,M,60777250,1,3,Health,Public Health,0.0,United Kingdom,Health,Public Health,United Kingdom
jane s.,10.1080/13698575.2017.1333088,42514779,2017,1996,F,60777250,3,3,Health,Public Health,0.0,United Kingdom,Clinical Medicine,Pediatrics,nan
jason,10.12759/hsr.42.2017.1.103-122,28909963,2017,2017,M,60366173,1,2,Humanities,History,16.488,Netherlands,Humanities,History,Netherlands
lalu elias,10.12759/hsr.42.2017.1.103-122,46819913,2017,2017,M,60366173,2,2,Humanities,History,16.488,Ireland,Humanities,History,Ireland
dandan,10.1109/access.2016.2607218,7693037,2017,2016,F,60107562,1,4,Engineering and Technology,Computers,2.391,China,Engineering and Technology,Computers,China
chengang,10.1109/access.2017.2767104,39751976,2017,2017,UNK,61907099,1,3,Engineering and Technology,Computers,0.683,China,Engineering and Technology,Computers,China
guang,10.1109/access.2017.2767104,22446265,2017,2006,M,61907099,2,3,Engineering and Technology,Computers,0.683,China,Engineering and Technology,Computers,nan
kun,10.1109/access.2017.2767104,34606302,2017,2013,M,61907099,3,3,Engineering and Technology,Computers,0.683,China,Engineering and Technology,Computers,China
anderson,10.1109/tifs.2016.2603960,8951780,2017,2006,m,59354579,1,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,Brazil,Engineering and Technology,Computers,nan
thiago,10.1109/tifs.2016.2603960,27346110,2017,2017,M,59354579,4,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,Brazil,Engineering and Technology,Electrical Engineering & Electronics,Brazil
walter j.,10.1109/tifs.2016.2603960,32529274,2017,2011,M,59354579,2,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,United States,Engineering and Technology,Computers,United States
christopher w.,10.1109/tifs.2016.2603960,21216698,2017,2011,M,59354579,3,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,United States,Humanities,Language & Linguistics,United States
bingyu,10.1109/tifs.2016.2603960,10191507,2017,2017,M,59354579,6,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,United States,Engineering and Technology,Electrical Engineering & Electronics,United States
antonio,10.1109/tifs.2016.2603960,48840594,2017,2017,M,59354579,5,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,Brazil,Engineering and Technology,Electrical Engineering & Electronics,Brazil
efstathios,10.1109/tifs.2016.2603960,5897236,2017,2000,M,59354579,8,8,Engineering and Technology,Electrical Engineering & Electronics,1.528,Greece,Humanities,Miscellaneous Humanities,nan
dong,10.1109/tpami.2016.2533383,22275707,2017,2017,M,59543820,1,5,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Computers,China
xudong,10.1109/tpami.2016.2533383,48433265,2017,2014,M,59543820,2,5,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Computers,China
david,10.1109/tpami.2016.2533383,35873670,2017,2004,M,59543820,3,5,Engineering and Technology,Computers,0.342,China,Physics,Acoustics,nan
fang,10.1109/tpami.2016.2533383,25558164,2017,2006,F,59543820,4,5,Engineering and Technology,Computers,0.342,China,Engineering and Technology,Computers,nan
an-an,10.1109/tpami.2016.2537337,19030229,2017,2011,F,59543825,1,4,Engineering and Technology,Computers,23.914,China,Engineering and Technology,Electrical Engineering & Electronics,nan
joseph,10.1108/imds-07-2016-0290,15433687,2017,2017,m,60903498,1,3,Engineering and Technology,Industrial Engineering,0.618,South Korea,Engineering and Technology,Industrial Engineering,South Korea
ingoo,10.1108/imds-07-2016-0290,4360923,2017,1996,UNK,60903498,2,3,Engineering and Technology,Industrial Engineering,0.618,South Korea,Professional Fields,Management,nan
